Gene stable ID	Transcript stable ID	HGNC ID	HGNC symbol
ENSG00000284915	ENST00000645118	HGNC:11824	TINF2
ENSG00000284915	ENST00000643210	HGNC:11824	TINF2
ENSG00000284915	ENST00000647192	HGNC:11824	TINF2
ENSG00000284915	ENST00000642341	HGNC:11824	TINF2
ENSG00000284915	ENST00000645882	HGNC:11824	TINF2
ENSG00000284915	ENST00000645135	HGNC:11824	TINF2
ENSG00000284915	ENST00000644797	HGNC:11824	TINF2
ENSG00000284915	ENST00000646719	HGNC:11824	TINF2
ENSG00000284915	ENST00000642575	HGNC:11824	TINF2
ENSG00000284915	ENST00000644995	HGNC:11824	TINF2
ENSG00000136352	ENST00000498187	HGNC:11825	NKX2-1
ENSG00000136352	ENST00000354822	HGNC:11825	NKX2-1
ENSG00000136352	ENST00000518149	HGNC:11825	NKX2-1
ENSG00000136352	ENST00000522719	HGNC:11825	NKX2-1
ENSG00000136352	ENST00000546983	HGNC:11825	NKX2-1
ENSG00000166548	ENST00000561905	HGNC:11831	TK2
ENSG00000166548	ENST00000544898	HGNC:11831	TK2
ENSG00000166548	ENST00000451102	HGNC:11831	TK2
ENSG00000166548	ENST00000527800	HGNC:11831	TK2
ENSG00000166548	ENST00000527284	HGNC:11831	TK2
ENSG00000166548	ENST00000568170	HGNC:11831	TK2
ENSG00000166548	ENST00000567357	HGNC:11831	TK2
ENSG00000166548	ENST00000545043	HGNC:11831	TK2
ENSG00000166548	ENST00000562552	HGNC:11831	TK2
ENSG00000166548	ENST00000564917	HGNC:11831	TK2
ENSG00000166548	ENST00000525974	HGNC:11831	TK2
ENSG00000166548	ENST00000563099	HGNC:11831	TK2
ENSG00000166548	ENST00000569718	HGNC:11831	TK2
ENSG00000166548	ENST00000417693	HGNC:11831	TK2
ENSG00000166548	ENST00000563369	HGNC:11831	TK2
ENSG00000166548	ENST00000564792	HGNC:11831	TK2
ENSG00000166548	ENST00000563478	HGNC:11831	TK2
ENSG00000166548	ENST00000562484	HGNC:11831	TK2
ENSG00000166548	ENST00000565729	HGNC:11831	TK2
ENSG00000166548	ENST00000299697	HGNC:11831	TK2
ENSG00000166548	ENST00000620035	HGNC:11831	TK2
ENSG00000163931	ENST00000462138	HGNC:11834	TKT
ENSG00000163931	ENST00000423525	HGNC:11834	TKT
ENSG00000163931	ENST00000460343	HGNC:11834	TKT
ENSG00000163931	ENST00000461139	HGNC:11834	TKT
ENSG00000163931	ENST00000450814	HGNC:11834	TKT
ENSG00000163931	ENST00000423516	HGNC:11834	TKT
ENSG00000163931	ENST00000469678	HGNC:11834	TKT
ENSG00000163931	ENST00000460243	HGNC:11834	TKT
ENSG00000163931	ENST00000472528	HGNC:11834	TKT
ENSG00000163931	ENST00000494523	HGNC:11834	TKT
ENSG00000163931	ENST00000466765	HGNC:11834	TKT
ENSG00000163931	ENST00000487660	HGNC:11834	TKT
ENSG00000163931	ENST00000483706	HGNC:11834	TKT
ENSG00000163931	ENST00000296289	HGNC:11834	TKT
ENSG00000146872	ENST00000582809	HGNC:11842	TLK2
ENSG00000146872	ENST00000583843	HGNC:11842	TLK2
ENSG00000146872	ENST00000579450	HGNC:11842	TLK2
ENSG00000146872	ENST00000577616	HGNC:11842	TLK2
ENSG00000146872	ENST00000582195	HGNC:11842	TLK2
ENSG00000146872	ENST00000580705	HGNC:11842	TLK2
ENSG00000146872	ENST00000346027	HGNC:11842	TLK2
ENSG00000146872	ENST00000326270	HGNC:11842	TLK2
ENSG00000146872	ENST00000343388	HGNC:11842	TLK2
ENSG00000146872	ENST00000583690	HGNC:11842	TLK2
ENSG00000146872	ENST00000581041	HGNC:11842	TLK2
ENSG00000146872	ENST00000578697	HGNC:11842	TLK2
ENSG00000146872	ENST00000581286	HGNC:11842	TLK2
ENSG00000146872	ENST00000584367	HGNC:11842	TLK2
ENSG00000146872	ENST00000582660	HGNC:11842	TLK2
ENSG00000146872	ENST00000578931	HGNC:11842	TLK2
ENSG00000146872	ENST00000583310	HGNC:11842	TLK2
ENSG00000146872	ENST00000580203	HGNC:11842	TLK2
ENSG00000038295	ENST00000061240	HGNC:11843	TLL1
ENSG00000038295	ENST00000509505	HGNC:11843	TLL1
ENSG00000038295	ENST00000507499	HGNC:11843	TLL1
ENSG00000038295	ENST00000504560	HGNC:11843	TLL1
ENSG00000038295	ENST00000513213	HGNC:11843	TLL1
ENSG00000038295	ENST00000506144	HGNC:11843	TLL1
ENSG00000156298	ENST00000378482	HGNC:11854	TSPAN7
ENSG00000156298	ENST00000471410	HGNC:11854	TSPAN7
ENSG00000156298	ENST00000480976	HGNC:11854	TSPAN7
ENSG00000156298	ENST00000475216	HGNC:11854	TSPAN7
ENSG00000156298	ENST00000286824	HGNC:11854	TSPAN7
ENSG00000156298	ENST00000488893	HGNC:11854	TSPAN7
ENSG00000156298	ENST00000494037	HGNC:11854	TSPAN7
ENSG00000156298	ENST00000419600	HGNC:11854	TSPAN7
ENSG00000161533	ENST00000293217	HGNC:119	ACOX1
ENSG00000161533	ENST00000588968	HGNC:119	ACOX1
ENSG00000161533	ENST00000587927	HGNC:119	ACOX1
ENSG00000161533	ENST00000591963	HGNC:119	ACOX1
ENSG00000161533	ENST00000572047	HGNC:119	ACOX1
ENSG00000161533	ENST00000573078	HGNC:119	ACOX1
ENSG00000161533	ENST00000301608	HGNC:119	ACOX1
ENSG00000161533	ENST00000589744	HGNC:119	ACOX1
ENSG00000161533	ENST00000591857	HGNC:119	ACOX1
ENSG00000161533	ENST00000588176	HGNC:119	ACOX1
ENSG00000161533	ENST00000589301	HGNC:119	ACOX1
ENSG00000161533	ENST00000576743	HGNC:119	ACOX1
ENSG00000161533	ENST00000592329	HGNC:119	ACOX1
ENSG00000184634	ENST00000374102	HGNC:11957	MED12
ENSG00000184634	ENST00000374080	HGNC:11957	MED12
ENSG00000184634	ENST00000429213	HGNC:11957	MED12
ENSG00000184634	ENST00000471663	HGNC:11957	MED12
ENSG00000184634	ENST00000462984	HGNC:11957	MED12
ENSG00000184634	ENST00000489199	HGNC:11957	MED12
ENSG00000184634	ENST00000460771	HGNC:11957	MED12
ENSG00000184634	ENST00000444034	HGNC:11957	MED12
ENSG00000184634	ENST00000333646	HGNC:11957	MED12
ENSG00000198467	ENST00000644325	HGNC:12011	TPM2
ENSG00000198467	ENST00000378292	HGNC:12011	TPM2
ENSG00000198467	ENST00000329305	HGNC:12011	TPM2
ENSG00000198467	ENST00000643485	HGNC:12011	TPM2
ENSG00000198467	ENST00000645482	HGNC:12011	TPM2
ENSG00000198467	ENST00000647435	HGNC:12011	TPM2
ENSG00000198467	ENST00000607559	HGNC:12011	TPM2
ENSG00000198467	ENST00000471212	HGNC:12011	TPM2
ENSG00000198467	ENST00000486018	HGNC:12011	TPM2
ENSG00000198467	ENST00000604975	HGNC:12011	TPM2
ENSG00000213689	ENST00000433541	HGNC:12269	TREX1
ENSG00000213689	ENST00000625293	HGNC:12269	TREX1
ENSG00000213689	ENST00000444177	HGNC:12269	TREX1
ENSG00000213689	ENST00000492235	HGNC:12269	TREX1
ENSG00000213689	ENST00000635452	HGNC:12269	TREX1
ENSG00000213689	ENST00000456089	HGNC:12269	TREX1
ENSG00000038382	ENST00000344204	HGNC:12303	TRIO
ENSG00000038382	ENST00000505971	HGNC:12303	TRIO
ENSG00000038382	ENST00000502816	HGNC:12303	TRIO
ENSG00000038382	ENST00000512070	HGNC:12303	TRIO
ENSG00000038382	ENST00000509967	HGNC:12303	TRIO
ENSG00000038382	ENST00000504606	HGNC:12303	TRIO
ENSG00000038382	ENST00000513206	HGNC:12303	TRIO
ENSG00000038382	ENST00000515144	HGNC:12303	TRIO
ENSG00000038382	ENST00000510757	HGNC:12303	TRIO
ENSG00000038382	ENST00000502490	HGNC:12303	TRIO
ENSG00000038382	ENST00000509354	HGNC:12303	TRIO
ENSG00000038382	ENST00000512303	HGNC:12303	TRIO
ENSG00000038382	ENST00000512979	HGNC:12303	TRIO
ENSG00000038382	ENST00000507714	HGNC:12303	TRIO
ENSG00000038382	ENST00000515710	HGNC:12303	TRIO
ENSG00000038382	ENST00000639876	HGNC:12303	TRIO
ENSG00000038382	ENST00000506611	HGNC:12303	TRIO
ENSG00000038382	ENST00000511019	HGNC:12303	TRIO
ENSG00000038382	ENST00000510281	HGNC:12303	TRIO
ENSG00000038382	ENST00000344135	HGNC:12303	TRIO
ENSG00000038382	ENST00000503399	HGNC:12303	TRIO
ENSG00000038382	ENST00000508343	HGNC:12303	TRIO
ENSG00000038382	ENST00000508283	HGNC:12303	TRIO
ENSG00000038382	ENST00000508717	HGNC:12303	TRIO
ENSG00000038382	ENST00000620511	HGNC:12303	TRIO
ENSG00000100815	ENST00000267622	HGNC:12305	TRIP11
ENSG00000100815	ENST00000554357	HGNC:12305	TRIP11
ENSG00000100815	ENST00000557017	HGNC:12305	TRIP11
ENSG00000100815	ENST00000555516	HGNC:12305	TRIP11
ENSG00000100815	ENST00000555105	HGNC:12305	TRIP11
ENSG00000153827	ENST00000283943	HGNC:12306	TRIP12
ENSG00000153827	ENST00000389045	HGNC:12306	TRIP12
ENSG00000153827	ENST00000389044	HGNC:12306	TRIP12
ENSG00000153827	ENST00000418123	HGNC:12306	TRIP12
ENSG00000153827	ENST00000459841	HGNC:12306	TRIP12
ENSG00000153827	ENST00000470302	HGNC:12306	TRIP12
ENSG00000153827	ENST00000495322	HGNC:12306	TRIP12
ENSG00000153827	ENST00000461189	HGNC:12306	TRIP12
ENSG00000153827	ENST00000487178	HGNC:12306	TRIP12
ENSG00000153827	ENST00000479037	HGNC:12306	TRIP12
ENSG00000153827	ENST00000477441	HGNC:12306	TRIP12
ENSG00000153827	ENST00000409677	HGNC:12306	TRIP12
ENSG00000153827	ENST00000453485	HGNC:12306	TRIP12
ENSG00000153827	ENST00000435716	HGNC:12306	TRIP12
ENSG00000153827	ENST00000428959	HGNC:12306	TRIP12
ENSG00000153827	ENST00000430954	HGNC:12306	TRIP12
ENSG00000153827	ENST00000343290	HGNC:12306	TRIP12
ENSG00000071539	ENST00000166345	HGNC:12307	TRIP13
ENSG00000071539	ENST00000512024	HGNC:12307	TRIP13
ENSG00000071539	ENST00000508456	HGNC:12307	TRIP13
ENSG00000071539	ENST00000513435	HGNC:12307	TRIP13
ENSG00000071539	ENST00000510412	HGNC:12307	TRIP13
ENSG00000071539	ENST00000509210	HGNC:12307	TRIP13
ENSG00000071539	ENST00000508430	HGNC:12307	TRIP13
ENSG00000103671	ENST00000559833	HGNC:12310	TRIP4
ENSG00000103671	ENST00000559565	HGNC:12310	TRIP4
ENSG00000103671	ENST00000261884	HGNC:12310	TRIP4
ENSG00000103671	ENST00000557834	HGNC:12310	TRIP4
ENSG00000103671	ENST00000558820	HGNC:12310	TRIP4
ENSG00000103671	ENST00000560567	HGNC:12310	TRIP4
ENSG00000103671	ENST00000558442	HGNC:12310	TRIP4
ENSG00000103671	ENST00000560920	HGNC:12310	TRIP4
ENSG00000103671	ENST00000561265	HGNC:12310	TRIP4
ENSG00000103671	ENST00000560475	HGNC:12310	TRIP4
ENSG00000103671	ENST00000558162	HGNC:12310	TRIP4
ENSG00000103671	ENST00000559777	HGNC:12310	TRIP4
ENSG00000104447	ENST00000395715	HGNC:12340	TRPS1
ENSG00000104447	ENST00000220888	HGNC:12340	TRPS1
ENSG00000104447	ENST00000519076	HGNC:12340	TRPS1
ENSG00000104447	ENST00000520276	HGNC:12340	TRPS1
ENSG00000104447	ENST00000518018	HGNC:12340	TRPS1
ENSG00000104447	ENST00000519674	HGNC:12340	TRPS1
ENSG00000104447	ENST00000517323	HGNC:12340	TRPS1
ENSG00000104447	ENST00000395713	HGNC:12340	TRPS1
ENSG00000104447	ENST00000519815	HGNC:12340	TRPS1
ENSG00000104447	ENST00000422939	HGNC:12340	TRPS1
ENSG00000104447	ENST00000451156	HGNC:12340	TRPS1
ENSG00000104447	ENST00000640765	HGNC:12340	TRPS1
ENSG00000165699	ENST00000643625	HGNC:12362	TSC1
ENSG00000165699	ENST00000298552	HGNC:12362	TSC1
ENSG00000165699	ENST00000644184	HGNC:12362	TSC1
ENSG00000165699	ENST00000642627	HGNC:12362	TSC1
ENSG00000165699	ENST00000646625	HGNC:12362	TSC1
ENSG00000165699	ENST00000644097	HGNC:12362	TSC1
ENSG00000165699	ENST00000644882	HGNC:12362	TSC1
ENSG00000165699	ENST00000647534	HGNC:12362	TSC1
ENSG00000165699	ENST00000644786	HGNC:12362	TSC1
ENSG00000165699	ENST00000643875	HGNC:12362	TSC1
ENSG00000165699	ENST00000647262	HGNC:12362	TSC1
ENSG00000165699	ENST00000645901	HGNC:12362	TSC1
ENSG00000165699	ENST00000642811	HGNC:12362	TSC1
ENSG00000165699	ENST00000647279	HGNC:12362	TSC1
ENSG00000165699	ENST00000642617	HGNC:12362	TSC1
ENSG00000165699	ENST00000643583	HGNC:12362	TSC1
ENSG00000165699	ENST00000644319	HGNC:12362	TSC1
ENSG00000165699	ENST00000644255	HGNC:12362	TSC1
ENSG00000165699	ENST00000646391	HGNC:12362	TSC1
ENSG00000165699	ENST00000643072	HGNC:12362	TSC1
ENSG00000165699	ENST00000642261	HGNC:12362	TSC1
ENSG00000165699	ENST00000643275	HGNC:12362	TSC1
ENSG00000165699	ENST00000647506	HGNC:12362	TSC1
ENSG00000165699	ENST00000643362	HGNC:12362	TSC1
ENSG00000165699	ENST00000642344	HGNC:12362	TSC1
ENSG00000165699	ENST00000642745	HGNC:12362	TSC1
ENSG00000165699	ENST00000493467	HGNC:12362	TSC1
ENSG00000165699	ENST00000642646	HGNC:12362	TSC1
ENSG00000165699	ENST00000645150	HGNC:12362	TSC1
ENSG00000165699	ENST00000647078	HGNC:12362	TSC1
ENSG00000165699	ENST00000647462	HGNC:12362	TSC1
ENSG00000165699	ENST00000644997	HGNC:12362	TSC1
ENSG00000165699	ENST00000645129	HGNC:12362	TSC1
ENSG00000165699	ENST00000403810	HGNC:12362	TSC1
ENSG00000165699	ENST00000642854	HGNC:12362	TSC1
ENSG00000165699	ENST00000643691	HGNC:12362	TSC1
ENSG00000165699	ENST00000475903	HGNC:12362	TSC1
ENSG00000165699	ENST00000461879	HGNC:12362	TSC1
ENSG00000165699	ENST00000645904	HGNC:12362	TSC1
ENSG00000165699	ENST00000490179	HGNC:12362	TSC1
ENSG00000165699	ENST00000646440	HGNC:12362	TSC1
ENSG00000165699	ENST00000646788	HGNC:12362	TSC1
ENSG00000165699	ENST00000642249	HGNC:12362	TSC1
ENSG00000165699	ENST00000646831	HGNC:12362	TSC1
ENSG00000165699	ENST00000645346	HGNC:12362	TSC1
ENSG00000165699	ENST00000545250	HGNC:12362	TSC1
ENSG00000165699	ENST00000440111	HGNC:12362	TSC1
ENSG00000103197	ENST00000219476	HGNC:12363	TSC2
ENSG00000103197	ENST00000645591	HGNC:12363	TSC2
ENSG00000103197	ENST00000643088	HGNC:12363	TSC2
ENSG00000103197	ENST00000643946	HGNC:12363	TSC2
ENSG00000103197	ENST00000644665	HGNC:12363	TSC2
ENSG00000103197	ENST00000382538	HGNC:12363	TSC2
ENSG00000103197	ENST00000644135	HGNC:12363	TSC2
ENSG00000103197	ENST00000461648	HGNC:12363	TSC2
ENSG00000103197	ENST00000643149	HGNC:12363	TSC2
ENSG00000103197	ENST00000643745	HGNC:12363	TSC2
ENSG00000103197	ENST00000642936	HGNC:12363	TSC2
ENSG00000103197	ENST00000401874	HGNC:12363	TSC2
ENSG00000103197	ENST00000644335	HGNC:12363	TSC2
ENSG00000103197	ENST00000644222	HGNC:12363	TSC2
ENSG00000103197	ENST00000646388	HGNC:12363	TSC2
ENSG00000103197	ENST00000643298	HGNC:12363	TSC2
ENSG00000103197	ENST00000439673	HGNC:12363	TSC2
ENSG00000103197	ENST00000350773	HGNC:12363	TSC2
ENSG00000103197	ENST00000642206	HGNC:12363	TSC2
ENSG00000103197	ENST00000644329	HGNC:12363	TSC2
ENSG00000103197	ENST00000439117	HGNC:12363	TSC2
ENSG00000103197	ENST00000642812	HGNC:12363	TSC2
ENSG00000103197	ENST00000644043	HGNC:12363	TSC2
ENSG00000103197	ENST00000642797	HGNC:12363	TSC2
ENSG00000103197	ENST00000642561	HGNC:12363	TSC2
ENSG00000103197	ENST00000568454	HGNC:12363	TSC2
ENSG00000103197	ENST00000644399	HGNC:12363	TSC2
ENSG00000103197	ENST00000568692	HGNC:12363	TSC2
ENSG00000103197	ENST00000647234	HGNC:12363	TSC2
ENSG00000103197	ENST00000647242	HGNC:12363	TSC2
ENSG00000103197	ENST00000644417	HGNC:12363	TSC2
ENSG00000103197	ENST00000432909	HGNC:12363	TSC2
ENSG00000103197	ENST00000646823	HGNC:12363	TSC2
ENSG00000103197	ENST00000643120	HGNC:12363	TSC2
ENSG00000103197	ENST00000467949	HGNC:12363	TSC2
ENSG00000103197	ENST00000646634	HGNC:12363	TSC2
ENSG00000103197	ENST00000644847	HGNC:12363	TSC2
ENSG00000103197	ENST00000463601	HGNC:12363	TSC2
ENSG00000103197	ENST00000568566	HGNC:12363	TSC2
ENSG00000103197	ENST00000642365	HGNC:12363	TSC2
ENSG00000103197	ENST00000490108	HGNC:12363	TSC2
ENSG00000103197	ENST00000568238	HGNC:12363	TSC2
ENSG00000103197	ENST00000488675	HGNC:12363	TSC2
ENSG00000103197	ENST00000562474	HGNC:12363	TSC2
ENSG00000103197	ENST00000645552	HGNC:12363	TSC2
ENSG00000103197	ENST00000645024	HGNC:12363	TSC2
ENSG00000103197	ENST00000563346	HGNC:12363	TSC2
ENSG00000103197	ENST00000646464	HGNC:12363	TSC2
ENSG00000103197	ENST00000463808	HGNC:12363	TSC2
ENSG00000103197	ENST00000645192	HGNC:12363	TSC2
ENSG00000103197	ENST00000483020	HGNC:12363	TSC2
ENSG00000103197	ENST00000471143	HGNC:12363	TSC2
ENSG00000103197	ENST00000568366	HGNC:12363	TSC2
ENSG00000103197	ENST00000497886	HGNC:12363	TSC2
ENSG00000103197	ENST00000647042	HGNC:12363	TSC2
ENSG00000103197	ENST00000561695	HGNC:12363	TSC2
ENSG00000103197	ENST00000644722	HGNC:12363	TSC2
ENSG00000103197	ENST00000646674	HGNC:12363	TSC2
ENSG00000103197	ENST00000647180	HGNC:12363	TSC2
ENSG00000103197	ENST00000643426	HGNC:12363	TSC2
ENSG00000103197	ENST00000643533	HGNC:12363	TSC2
ENSG00000103197	ENST00000569930	HGNC:12363	TSC2
ENSG00000103197	ENST00000569110	HGNC:12363	TSC2
ENSG00000103197	ENST00000645186	HGNC:12363	TSC2
ENSG00000103197	ENST00000642728	HGNC:12363	TSC2
ENSG00000103197	ENST00000643177	HGNC:12363	TSC2
ENSG00000103197	ENST00000642791	HGNC:12363	TSC2
ENSG00000103197	ENST00000644278	HGNC:12363	TSC2
ENSG00000103197	ENST00000646557	HGNC:12363	TSC2
ENSG00000106477	ENST00000223208	HGNC:12370	CEP41
ENSG00000106477	ENST00000485736	HGNC:12370	CEP41
ENSG00000106477	ENST00000484549	HGNC:12370	CEP41
ENSG00000106477	ENST00000343969	HGNC:12370	CEP41
ENSG00000106477	ENST00000603513	HGNC:12370	CEP41
ENSG00000106477	ENST00000480206	HGNC:12370	CEP41
ENSG00000106477	ENST00000492389	HGNC:12370	CEP41
ENSG00000106477	ENST00000472739	HGNC:12370	CEP41
ENSG00000106477	ENST00000477003	HGNC:12370	CEP41
ENSG00000106477	ENST00000475282	HGNC:12370	CEP41
ENSG00000106477	ENST00000471201	HGNC:12370	CEP41
ENSG00000106477	ENST00000498527	HGNC:12370	CEP41
ENSG00000106477	ENST00000469826	HGNC:12370	CEP41
ENSG00000106477	ENST00000482730	HGNC:12370	CEP41
ENSG00000106477	ENST00000489512	HGNC:12370	CEP41
ENSG00000106477	ENST00000495702	HGNC:12370	CEP41
ENSG00000106477	ENST00000334451	HGNC:12370	CEP41
ENSG00000106477	ENST00000616628	HGNC:12370	CEP41
ENSG00000106477	ENST00000541543	HGNC:12370	CEP41
ENSG00000160188	ENST00000493019	HGNC:12371	RSPH1
ENSG00000160188	ENST00000291536	HGNC:12371	RSPH1
ENSG00000160188	ENST00000398352	HGNC:12371	RSPH1
ENSG00000134200	ENST00000256592	HGNC:12372	TSHB
ENSG00000165409	ENST00000557096	HGNC:12373	TSHR
ENSG00000165409	ENST00000541158	HGNC:12373	TSHR
ENSG00000165409	ENST00000342443	HGNC:12373	TSHR
ENSG00000165409	ENST00000553763	HGNC:12373	TSHR
ENSG00000165409	ENST00000642209	HGNC:12373	TSHR
ENSG00000165409	ENST00000555326	HGNC:12373	TSHR
ENSG00000165409	ENST00000554263	HGNC:12373	TSHR
ENSG00000165409	ENST00000554435	HGNC:12373	TSHR
ENSG00000165409	ENST00000636454	HGNC:12373	TSHR
ENSG00000165409	ENST00000556031	HGNC:12373	TSHR
ENSG00000165409	ENST00000637447	HGNC:12373	TSHR
ENSG00000165409	ENST00000298171	HGNC:12373	TSHR
ENSG00000102575	ENST00000648477	HGNC:124	ACP5
ENSG00000102575	ENST00000218758	HGNC:124	ACP5
ENSG00000102575	ENST00000412435	HGNC:124	ACP5
ENSG00000102575	ENST00000590420	HGNC:124	ACP5
ENSG00000102575	ENST00000588625	HGNC:124	ACP5
ENSG00000102575	ENST00000588524	HGNC:124	ACP5
ENSG00000102575	ENST00000590832	HGNC:124	ACP5
ENSG00000102575	ENST00000588079	HGNC:124	ACP5
ENSG00000102575	ENST00000589792	HGNC:124	ACP5
ENSG00000102575	ENST00000649386	HGNC:124	ACP5
ENSG00000102575	ENST00000591319	HGNC:124	ACP5
ENSG00000102575	ENST00000592828	HGNC:124	ACP5
ENSG00000102575	ENST00000592659	HGNC:124	ACP5
ENSG00000155657	ENST00000342992	HGNC:12403	TTN
ENSG00000155657	ENST00000460472	HGNC:12403	TTN
ENSG00000155657	ENST00000589042	HGNC:12403	TTN
ENSG00000155657	ENST00000591111	HGNC:12403	TTN
ENSG00000155657	ENST00000359218	HGNC:12403	TTN
ENSG00000155657	ENST00000342175	HGNC:12403	TTN
ENSG00000155657	ENST00000414766	HGNC:12403	TTN
ENSG00000155657	ENST00000426232	HGNC:12403	TTN
ENSG00000155657	ENST00000446966	HGNC:12403	TTN
ENSG00000155657	ENST00000425332	HGNC:12403	TTN
ENSG00000155657	ENST00000448510	HGNC:12403	TTN
ENSG00000155657	ENST00000360870	HGNC:12403	TTN
ENSG00000155657	ENST00000634225	HGNC:12403	TTN
ENSG00000155657	ENST00000436599	HGNC:12403	TTN
ENSG00000155657	ENST00000470257	HGNC:12403	TTN
ENSG00000155657	ENST00000412264	HGNC:12403	TTN
ENSG00000183785	ENST00000426208	HGNC:12410	TUBA8
ENSG00000183785	ENST00000316027	HGNC:12410	TUBA8
ENSG00000183785	ENST00000330423	HGNC:12410	TUBA8
ENSG00000183785	ENST00000416740	HGNC:12410	TUBA8
ENSG00000183785	ENST00000608634	HGNC:12410	TUBA8
ENSG00000137267	ENST00000333628	HGNC:12412	TUBB2A
ENSG00000137267	ENST00000489942	HGNC:12412	TUBB2A
ENSG00000131462	ENST00000251413	HGNC:12417	TUBG1
ENSG00000131462	ENST00000588056	HGNC:12417	TUBG1
ENSG00000131462	ENST00000591509	HGNC:12417	TUBG1
ENSG00000131462	ENST00000589688	HGNC:12417	TUBG1
ENSG00000131462	ENST00000589613	HGNC:12417	TUBG1
ENSG00000178952	ENST00000313511	HGNC:12420	TUFM
ENSG00000178952	ENST00000569217	HGNC:12420	TUFM
ENSG00000178952	ENST00000565012	HGNC:12420	TUFM
ENSG00000178952	ENST00000561644	HGNC:12420	TUFM
ENSG00000122691	ENST00000443687	HGNC:12428	TWIST1
ENSG00000122691	ENST00000354571	HGNC:12428	TWIST1
ENSG00000122691	ENST00000242261	HGNC:12428	TWIST1
ENSG00000108561	ENST00000225698	HGNC:1243	C1QBP
ENSG00000108561	ENST00000574444	HGNC:1243	C1QBP
ENSG00000108561	ENST00000570805	HGNC:1243	C1QBP
ENSG00000108561	ENST00000573204	HGNC:1243	C1QBP
ENSG00000108561	ENST00000573421	HGNC:1243	C1QBP
ENSG00000108561	ENST00000573406	HGNC:1243	C1QBP
ENSG00000108561	ENST00000576122	HGNC:1243	C1QBP
ENSG00000077498	ENST00000263321	HGNC:12442	TYR
ENSG00000077498	ENST00000526139	HGNC:12442	TYR
ENSG00000077498	ENST00000528243	HGNC:12442	TYR
ENSG00000107165	ENST00000473763	HGNC:12450	TYRP1
ENSG00000107165	ENST00000459790	HGNC:12450	TYRP1
ENSG00000107165	ENST00000388918	HGNC:12450	TYRP1
ENSG00000107165	ENST00000381136	HGNC:12450	TYRP1
ENSG00000107165	ENST00000381142	HGNC:12450	TYRP1
ENSG00000107165	ENST00000470909	HGNC:12450	TYRP1
ENSG00000107165	ENST00000473504	HGNC:12450	TYRP1
ENSG00000077721	ENST00000371558	HGNC:12472	UBE2A
ENSG00000077721	ENST00000346330	HGNC:12472	UBE2A
ENSG00000077721	ENST00000625938	HGNC:12472	UBE2A
ENSG00000077721	ENST00000625379	HGNC:12472	UBE2A
ENSG00000077721	ENST00000630695	HGNC:12472	UBE2A
ENSG00000077721	ENST00000631185	HGNC:12472	UBE2A
ENSG00000077721	ENST00000469205	HGNC:12472	UBE2A
ENSG00000077721	ENST00000629303	HGNC:12472	UBE2A
ENSG00000077721	ENST00000628549	HGNC:12472	UBE2A
ENSG00000077721	ENST00000371569	HGNC:12472	UBE2A
ENSG00000077721	ENST00000628734	HGNC:12472	UBE2A
ENSG00000114062	ENST00000636667	HGNC:12496	UBE3A
ENSG00000114062	ENST00000638011	HGNC:12496	UBE3A
ENSG00000114062	ENST00000637886	HGNC:12496	UBE3A
ENSG00000114062	ENST00000638155	HGNC:12496	UBE3A
ENSG00000114062	ENST00000635914	HGNC:12496	UBE3A
ENSG00000114062	ENST00000438097	HGNC:12496	UBE3A
ENSG00000114062	ENST00000630424	HGNC:12496	UBE3A
ENSG00000114062	ENST00000648336	HGNC:12496	UBE3A
ENSG00000114062	ENST00000649550	HGNC:12496	UBE3A
ENSG00000114062	ENST00000650110	HGNC:12496	UBE3A
ENSG00000114062	ENST00000428984	HGNC:12496	UBE3A
ENSG00000114062	ENST00000566215	HGNC:12496	UBE3A
ENSG00000114062	ENST00000626176	HGNC:12496	UBE3A
ENSG00000114062	ENST00000604860	HGNC:12496	UBE3A
ENSG00000114062	ENST00000625778	HGNC:12496	UBE3A
ENSG00000114062	ENST00000631247	HGNC:12496	UBE3A
ENSG00000114062	ENST00000626068	HGNC:12496	UBE3A
ENSG00000114062	ENST00000626793	HGNC:12496	UBE3A
ENSG00000114062	ENST00000628733	HGNC:12496	UBE3A
ENSG00000114062	ENST00000630907	HGNC:12496	UBE3A
ENSG00000114062	ENST00000630607	HGNC:12496	UBE3A
ENSG00000114062	ENST00000629886	HGNC:12496	UBE3A
ENSG00000114062	ENST00000628267	HGNC:12496	UBE3A
ENSG00000114062	ENST00000629252	HGNC:12496	UBE3A
ENSG00000114062	ENST00000628890	HGNC:12496	UBE3A
ENSG00000114062	ENST00000625681	HGNC:12496	UBE3A
ENSG00000114062	ENST00000626589	HGNC:12496	UBE3A
ENSG00000114062	ENST00000627018	HGNC:12496	UBE3A
ENSG00000116030	ENST00000392246	HGNC:12502	SUMO1
ENSG00000116030	ENST00000409368	HGNC:12502	SUMO1
ENSG00000116030	ENST00000392244	HGNC:12502	SUMO1
ENSG00000116030	ENST00000409712	HGNC:12502	SUMO1
ENSG00000116030	ENST00000409181	HGNC:12502	SUMO1
ENSG00000116030	ENST00000409498	HGNC:12502	SUMO1
ENSG00000116030	ENST00000409205	HGNC:12502	SUMO1
ENSG00000116030	ENST00000409627	HGNC:12502	SUMO1
ENSG00000116030	ENST00000469034	HGNC:12502	SUMO1
